schema_version,experiment,seed,case,reason,accepted,expected_acceptance,passed,session_hash_prefix
1.4.0,session-reactivation-prevention,reactivation-018,valid_capsule_first_use,valid capsule first use,True,True,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-019,valid_active_fragment,active session with valid fragment tag,True,True,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,valid_capsule_first_use,valid capsule first use,True,True,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-019,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,0e6c6bac88135d82
1.4.0,session-reactivation-prevention,reactivation-020,valid_active_fragment,active session with valid fragment tag,True,True,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,valid_capsule_first_use,valid capsule first use,True,True,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-020,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,0bf2607913157d07
1.4.0,session-reactivation-prevention,reactivation-021,valid_active_fragment,active session with valid fragment tag,True,True,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,valid_capsule_first_use,valid capsule first use,True,True,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-021,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,179fa038bd4db147
1.4.0,session-reactivation-prevention,reactivation-022,valid_active_fragment,active session with valid fragment tag,True,True,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,valid_capsule_first_use,valid capsule first use,True,True,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-022,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,cc97699d9fa31805
1.4.0,session-reactivation-prevention,reactivation-023,valid_active_fragment,active session with valid fragment tag,True,True,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,valid_capsule_first_use,valid capsule first use,True,True,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-023,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,d917f0e1f4ab6640
1.4.0,session-reactivation-prevention,reactivation-024,valid_active_fragment,active session with valid fragment tag,True,True,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,valid_capsule_first_use,valid capsule first use,True,True,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-024,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,3e74290ee38f9f9c
1.4.0,session-reactivation-prevention,reactivation-025,valid_active_fragment,active session with valid fragment tag,True,True,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,valid_capsule_first_use,valid capsule first use,True,True,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-025,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,8440c9ab9701b925
1.4.0,session-reactivation-prevention,reactivation-026,valid_active_fragment,active session with valid fragment tag,True,True,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,valid_capsule_first_use,valid capsule first use,True,True,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-026,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,935c473525505766
1.4.0,session-reactivation-prevention,reactivation-027,valid_active_fragment,active session with valid fragment tag,True,True,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,valid_capsule_first_use,valid capsule first use,True,True,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-027,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,637ab0e772c2ba9a
1.4.0,session-reactivation-prevention,reactivation-028,valid_active_fragment,active session with valid fragment tag,True,True,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,valid_capsule_first_use,valid capsule first use,True,True,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-028,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,3e6d3fbd70db9705
1.4.0,session-reactivation-prevention,reactivation-029,valid_active_fragment,active session with valid fragment tag,True,True,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,valid_capsule_first_use,valid capsule first use,True,True,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,8ef7306b237344bb
1.4.0,session-reactivation-prevention,reactivation-029,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,8ef7306b237344bb
